RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Madison County,MT,30,57,,,,,,,,,,,,,,,,,,322397.8332,345779.7454,378686.0756,401737.3367,473702.0847,624833.0909,643753.8048,656469.68
Jack County,TX,48,237,,,,,,,,,,,,,,92074.86,98331.31865,101884.8103,120958.2248,121986.765,130897.3225,142485.0711,153405.7288,168452.9561,193531.4168,185083.6156,160563.2673
Rosebud County,MT,30,87,,,,,,,,,,,,,,,,,,141399.453,142940.1559,143166.7107,148178.4695,167154.8268,204798.7792,225753.9862,233931.7995
Johnson County,WY,56,19,,,,,,,,,,,211625.7791,208858.3193,203073.9903,223379.4801,221874.9769,231193.1399,249609.5853,251114.0711,257917.7216,265315.0544,275525.4103,301291.1352,361654.85,392378.3969,395181.5324
Maries County,MO,29,125,,,,,,,,,,,,,,,,,,151363.2183,156556.0714,154936.5543,158096.8588,172201.0021,188115.4665,209469.8314,220057.6625
Knox County,NE,31,107,,,,,,,,,,,,,,,,,,90387.88967,97982.23915,103293.7069,110925.9088,127156.9043,142249.8601,146225.0976,153941.8501
Warren County,IN,18,171,,,,,,,,,,,,,91464.94209,94735.96,96252.20284,99861.23288,106025.656,114006.2944,120394.2029,130989.3543,142203.9713,158966.7458,187157.2514,197322.8572,214606.0845
Hickory County,MO,29,85,,,,,,,,,,,,,,,,,,93227.33156,98140.70556,104961.5172,110062.3513,127192.1749,153644.1582,173138.8595,174165.1128
Daviess County,MO,29,61,,,,,,,,,,,,,95939.92,91779.87336,95878.02158,102803.0314,124244.1631,127049.1821,140159.6191,140180.1777,148914.1689,170544.6721,200793.3735,214031.8553,233500.605
Webster County,WV,54,101,,,,,,,,,,,,,,,,,,,,,48180.29262,60347.38602,66210.37155,70372.26862,67210.72
Mercer County,ND,38,57,,,,,,,,,,,,,134437.361,146370.2253,166756.2955,179733.4139,214777.2871,208307.5929,197436.2678,184497.7699,181980.51,189852.0506,184089.3019,195313.2132,193523.2017
Cedar County,NE,31,27,,,,,,,,,,,,,,,,,127576.7993,132743.0984,135731.8692,144722.2769,154494.9118,171285.4977,190688.1693,203581.2246,197384.0873
Tyler County,WV,54,95,,,,,,,,,,,,,,,,,,69268.95,73507.0572,78970.33449,74996.46124,89051.5217,97183.07,105047.3294,110059.6362
Bracken County,KY,21,23,59213.02916,64534.91646,67877.67932,70318.74342,72656.4178,,67136.52305,68477.95,70309.54,71350.10096,70693.9487,71948.95,71707.80,71208.70,76122.26474,79563.243,89002.05,91680.37,95214.95556,102462.4855,106620.8068,131046.9118,150674.3947,162360.7946,163195.6445
Dawes County,NE,31,45,,,,,,,,,,,,,,,,,,,118189.9247,126658.5255,132868.2108,143433.9824,156333.8126,169886.1717,170863.771
Coffey County,KS,20,31,,,,,,,,,,,,,,80042.27,80930.55,84039.63625,89234.33223,91443.99587,94999.25404,102189.5842,108220.8743,120437.4597,140104.481,153063.9606,157860.1824
Custer County,SD,46,33,,,,,,,,,,,,,154215.1541,171563.3603,183947.0763,193684.1987,218920.19,229821.0112,238619.2203,260276.894,287423.888,326979.1087,397090.8189,452401.1871,462600.621
Butler County,NE,31,23,,,,,,,,,,,,,,,93901.41929,100451.0098,111749.2041,115507.4218,125522.9296,133256.4316,141632.5101,158016.6913,178296.9939,191471.8513,202584.7402
Lafayette County,FL,12,67,78008.57076,89289.83882,99267.25912,108187.7467,119248.4978,141448.8843,174502.467,181508.5509,164975.9203,134402.4427,112330.08,105264.6618,100721.532,102997.4317,108886.8685,119334.0659,126082.5314,134236.5591,138852.197,143031.1402,154607.1091,175669.3109,222511.5457,226542.82,248229.4986
Perry County,TN,47,135,45347.30662,46602.41975,48016.46095,51311.74863,53843.68399,57526.96581,63296.94287,67755.5792,69669.19572,70326.69,69434.33752,69167.01283,68465.46083,72403.24105,75353.43505,80330.52478,89076.08266,93160.58,95591.46,99881.05483,108071.9077,122806.629,151507.7523,153972.7775,155676.5883
Keith County,NE,31,101,71899.61023,74121.98,78311.46299,80153.62287,83336.66716,87975.13111,87918.30871,89100.75126,90139.66161,90672.54539,89356.9768,93178.44459,95014.32,96448.04645,104282.514,110952.885,119258.7766,128637.5162,131574.4367,136864.7603,147779.1834,163268.1845,191457.4149,207721.3982,212924.5545
Prairie County,AR,5,117,,,,,,,,,,,,,,,77280.93788,74898.69068,82577.59104,87178.25201,91001.85352,92587.09357,90745.50643,101031.5757,123996.6977,120662.251,120023.2923
Allendale County,SC,45,5,,,,,47846.20969,52737.9275,55027.26739,51314.26522,52874.00752,50436.56158,46450.04242,45077.59877,41611.31667,38471.98593,37507.229,37792.49818,41596.21436,42996.72118,57767.41796,48516.43996,45831.06894,54878.7504,59267.6877,60633.26773,59064.9845
Atkinson County,GA,13,3,,,,,,,,,,,,,,,62564.47529,63171.51789,68226.79457,73347.92069,76257.10479,77323.98589,82845.32,94273.55012,109529.9845,99519.57035,100090.4121
Choctaw County,MS,28,19,,,,,,,,,,,,,,,,,,98454.09186,94677.0395,97175.17,89893.55352,102322.5134,123471.8544,127572.5094,123162.5567
Baraga County,MI,26,13,93756.11272,104489.5586,121787.4465,125411.3573,125677.553,116495.8662,105955.3752,101241.5661,95362.18042,88268.34731,89490.89,86622.60051,83774.88018,107567.7842,114280.0101,114379.1121,121636.018,114873.1411,116730.75,119806.8617,115936.3351,132583.3112,146046.6525,154000.8032,148060.1804
Franklin City,VA,51,620,,,,109245.1527,118335.6612,136638.257,139692.3375,147654.2126,146770.9196,140837.4814,134596.9824,127733.1554,125669.076,123854.9841,121707.8425,120999.1544,121353.0352,122163.0524,123750.274,128421.6704,134574.7938,151206.3267,176286.9807,197871.5606,204655.3876
Houston County,TN,47,83,59697.73937,62999.53519,66241.17608,68988.49,72042.21401,76340.60373,81801.39821,87935.6391,90537.8382,89515.42636,86973.82468,87557.50159,88253.17277,88834.40723,93064.79095,95235.90556,106404.7934,112504.4428,114721.0417,120654.7329,135079.1025,152773.4836,185158.4445,189476.5107,203076.4608
Harrison County,MO,29,81,,,,,,,,,,,,,63908.27264,64055.47832,65859.57355,66180.96012,71769.26,70117.15169,70497.76674,69434.97753,74899.82443,85576.95959,103442.8084,102338.6958,112144.8017
Murray County,MN,27,101,,,,,,,,,,,,,,117996.19,128879.4417,132694.1068,145603.901,139631.2879,145417.4554,149575.2262,153659.57,167876.3407,189806.434,200175.0164,205817.1025
Hamilton County,TX,48,193,,,,,,,,,,,,,99764.63544,99390.37,108531.8981,110703.0098,114103.5462,118989.0484,123906.3945,128605.4142,136486.9737,154664.3502,201738.6863,202334.9659,200040.3928
Oscoda County,MI,26,135,,,,,,,,,,,,,118174.5581,129269.4844,126736.7308,113498.1098,114030.3602,102317.3636,101936.6279,99218.70371,103396.5304,115838.8007,128147.0563,137397.3141,140182.4073
Clay County,WV,54,15,,,,,,,,,,,,,,,,,,,,,67609.8774,85247.31942,96349.96156,96679.7884,94549.96671
Lake County,OR,41,37,,,,,,,,,,,,,,,,,,98381.69,100760.1197,102922.5307,112987.2375,132278.3628,168479.8178,170921.2272,174309.3012
Graham County,NC,37,75,,,,,,,,,,,126560.409,121308.8143,117193.9312,113558.7927,112585.3412,118389.1425,132106.6195,117731.7415,130774.0092,135128.1402,139429.2386,165452.438,190680.5411,216294.6845,230245.9566
Clay County,KS,20,27,,,,,,,,,,,,,,,,,,87764.34977,89828.56376,91589.63761,96428.67616,108194.2674,124483.8082,132337.9017,135694.4783
San Miguel County,CO,8,113,435368.71,483916.67,526838.2198,556912.5084,579751.3193,618345.4827,674971.2222,705567.6541,729057.5455,733823.5148,706456.1741,668170.4207,598313.4138,581135.0516,667740.268,803350.6629,943357.5919,942694.8856,997476.5744,1093355.588,1125886.068,1315734.771,1865761.276,2003236.781,1922475.63
Twiggs County,GA,13,289,35658.21462,33580.46643,33114.47573,36611.32511,38914.45966,44291.37925,47254.93,49561.93351,50349.30291,47803.12616,44452.49976,46108.37718,43025.28377,45623.20753,52447.02561,52381.6235,52802.27978,51539.70882,53999.23876,62160.37242,61406.80901,74971.63481,85192.19326,88385.96075,88913.24
Hamilton County,IL,17,65,,,,,81787.98759,86397.57556,91905.53,94322.13536,95415.53309,88952.97744,81245.99665,80471.68627,92761.31875,112911.066,118159.5983,120595.3435,125708.2594,115897.3337,117064.7311,106801.7272,109207.4562,128507.5538,106201.1011,101348.384,92159.34
Traill County,ND,38,97,,,,,,,,,,,,,121473.9024,129962.9834,142477.71,150606.9968,158003.4809,164944.8593,165207.46,165839.6901,176499.6891,191327.5838,211336.9511,217104.4646,181489.8642
Pocahontas County,WV,54,75,,,,,,,,,,74669.44,77416.61928,79093.31819,80721.14761,83233.16565,81646.86598,83296.55,91545.27852,90023.51537,91987.02,100617.819,97847.45465,115043.3523,130856.1009,139658.2154,144020.6063
Schoolcraft County,MI,26,153,100191.7722,102610.4244,99722.6023,103076.26,109861.2066,114842.7079,118155.5393,116858.576,111115.8989,103017.2884,96557.32315,98177.3021,97266.4772,100911.8004,109145.5631,99803.24719,101422.001,107945.3805,104604.8366,116761.4024,112221.1578,129979.129,156312.5611,164459.8982,159033.5733
Liberty County,FL,12,77,,,,,,,,,,,,87434.91674,86341.94108,85132.23448,86434.33,87735.69439,96976.27051,102129.7152,105709.252,109868.1711,115221.2655,128300.4524,150431.888,164326.1786,178197.8816
San Augustine County,TX,48,405,,,,,,,,,,,,,,,,108820.0191,127340.0127,135667.6316,140723.6522,155381.2064,168025.8404,176164.4334,200328.229,177013.8333,155654.3474
Lemhi County,ID,16,59,,,,,,,,,,,156564.5717,140695.7726,136584.0204,140938.1545,138546.7619,145105.0941,159366.164,164183.8253,174073.5813,194517.3274,216592.6064,255737.5239,330701.8253,360824.6347,367448.6189
Doddridge County,WV,54,17,,,,,66265.39895,72544.91414,77099.78958,79817.14343,80078.0573,69251.76067,65496.09734,64803.13525,72030.31649,79159.41,81676.23632,84579.81396,88845.56463,88879.51594,91087.07107,95188.70,100202.6094,115509.0756,124945.358,125562.9365,126100.1571
Humphreys County,MS,28,53,,,,,,,,,,,,,,,,,,81775.71549,81501.25109,83176.43793,78591.48096,87906.48,98086.11685,100270.6378,83672.44278
Thomas County,KS,20,193,,,,,,,,,,,,,,,,,,113996.9008,116439.3187,121555.327,127575.9968,134764.08,152569.8866,159692.5457,159001.4201
Richardson County,NE,31,147,,,,,,,,,,,,,,,,,,65436.95468,67187.8822,68859.60797,69656.70801,81436.70,90847.48517,103598.0979,100169.3186
Searcy County,AR,5,129,48821.4672,52452.72752,57529.83013,59634.90046,62000.99408,66095.68124,71596.40202,75865.66393,77433.19,76507.57203,74407.19946,72012.93,71589.18,69950.2358,70726.92427,73576.58489,82874.47344,89323.68,90789.51999,95301.63641,93464.63336,122794.0417,138294.5454,146215.1548,151574.1937
Taylor County,GA,13,269,,,,76085.53757,77920.1588,75128.19521,77589.19305,81759.20293,81901.95781,81913.80225,75690.85308,77142.66122,72376.87031,77085.73161,78819.78468,77814.20364,82172.71613,81051.72126,85073.04453,85336.27592,94472.27773,108771.0292,128002.5001,123598.2552,131483.4741
Power County,ID,16,77,,,,,,,,,,,126182.1503,118981.6778,115968.5099,122920.0745,124926.9184,131053.4289,135463.2526,141704.8245,148215.9814,156871.3251,171602.643,202810.392,264988.0039,273339.331,283959.6797
Greene County,AL,1,63,,,,,,,,,,,,,75747.85254,81888.32,83459.67359,81287.26015,82959.37514,87901.93258,89298.31676,86536.89754,92245.90958,104665.9909,116340.6199,111478.9704,107571.4659
Coleman County,TX,48,83,,,,,,,,,,,,,78337.48816,72271.72906,79244.5097,87273.38549,87938.88634,84398.74435,84584.17,92363.67317,91697.69248,104871.5157,118023.424,114861.6847,105263.7918
Ballard County,KY,21,7,47827.46378,49226.30518,50192.71613,51608.66427,54204.49051,56333.8827,59327.26834,61551.49924,62539.69666,64949.1859,61696.65413,62187.20683,61096.79743,66860.34,71967.48813,74509.46712,79277.2983,76511.9482,80053.39788,76399.53546,79059.12693,89449.1681,99064.96939,112023.7461,113704.3087
Anderson County,KS,20,3,,,,,,,,,,,,,67460.29821,63882.56084,68177.40215,72330.20142,76538.37261,79492.12,82720.73844,87133.47166,95229.6893,117641.9304,143906.6141,156683.0628,161614.4323
Red River Parish,LA,22,81,,,,,,,,,,,,,90136.77415,96720.03414,106795.6628,109658.6573,115093.3196,112692.2614,122305.5987,120752.2104,128914.089,131382.6894,120873.6427,118574.8333,109287.9351
Washakie County,WY,56,43,,,,,,,,,,,,,148341.5006,151564.799,152679.9878,153360.24,164889.9397,170071.3152,173275.0742,173183.5395,182215.2697,190175.7093,222440.1201,242545.1122,247427.9322
Major County,OK,40,93,79394.7281,82160.70367,86863.42018,90117.44027,93912.58208,95381.20261,94413.21225,94576.74095,99673.64354,86706.86824,85668.52466,82138.03563,82074.58559,86399.14877,91508.66532,94378.79877,104943.6496,100523.2789,100730.269,105069.9156,110080.0835,119549.5561,131819.3879,142139.1635,143593.2708
Decatur County,IA,19,53,,,,,,,,,,,,87834.1393,88989.96313,93274.51826,97598.44074,103616.8326,125880.2621,111487.3109,112470.6907,123378.3477,126282.2789,141215.4621,137821.7597,139114.4848,128592.379
Yoakum County,TX,48,501,,,,,,,,,,,,,,,,,,118083.7555,121229.4435,128786.1233,148698.5788,168197.0226,179383.1039,173609.6726,163145.6652
Franklin County,MS,28,37,,,,,,,,,,,,,,,,,,116077.4968,117952.047,121517.0315,130303.3043,144554.9263,162476.1805,149806.2277,138681.6843
Benton County,MS,28,9,,,,,,,,,,,,,,,,,,122100.2418,121673.572,121462.6406,126442.6108,142502.7719,154647.6382,131890.7312,123019.945
Merrick County,NE,31,121,,,,,,,,,,,,93184.55369,95341.4794,101091.3134,107011.7618,111904.1179,119052.1651,123608.7308,129358.0282,137546.0519,145358.28,160325.1452,180859.4934,192256.9793,201125.7196
Lincoln County,GA,13,181,74016.37274,89207.14064,94084.24,96283.77971,104610.9949,110314.2761,117449.9534,127205.5005,129225.3871,129716.2036,121073.7066,110070.744,105037.8909,104901.7977,104537.1722,105854.8057,114704.7451,113213.9397,121880.5946,136533.8429,145740.9072,169644.8425,198032.163,208826.8703,213982.8061
McCulloch County,TX,48,307,,,,,,,,,,,,71730.162,71226.62178,74873.4634,75643.22957,81175.42772,89999.61,90252.8291,91309.80022,99495.33207,99216.07852,105456.0417,124318.0506,131380.3159,117722.7591
Kane County,UT,49,25,,,,,,,,,,,,,174179.8526,169294.3998,167242.6287,178704.5229,192739.7301,204740.1968,223548.4165,258768.1194,271997.3218,302372.7585,392911.4405,408543.1626,404262.3064
Cleveland County,AR,5,25,,,,,,,,,,,,,,,,110081.9794,118645.5232,120272.7032,119017.0527,122302.3415,140383.1836,143330.3813,148972.7867,138526.017,138096.7317
Winkler County,TX,48,495,,,,,,,,,,,50002.43366,49981.78843,50374.37908,50420.45191,52144.52926,56103.97492,61239.10963,65668.19199,71180.35851,80188.0606,101910.3694,120334.2192,134700.9111,118656.2957,102523.028
Pleasants County,WV,54,73,63645.93176,66528.08248,68285.29607,70788.32343,74594.73848,80662.82169,89461.76896,92359.22522,94854.32537,95516.54057,93192.60306,93706.55,95104.95232,100424.9667,94072.4608,96139.44,104383.3621,105556.5559,111105.1694,113521.4762,119465.837,135930.6474,143579.8032,152696.5955,153946.2171
Monroe County,IA,19,135,,,,,,,,,,,55989.05105,56222.2228,56734.69938,54879.34793,63319.32467,66885.48,79045.46757,90978.65635,97576.14949,102213.1845,106335.7279,119582.9387,138397.1393,156510.9641,157232.9958
Dade County,MO,29,57,,,,,,,,,,,,,89641.59016,83667.70671,84894.12213,93479.90055,94884.8329,100118.1075,95115.90486,94970.82911,101131.2505,119724.8327,150034.8386,159990.8973,166457.7476
Conejos County,CO,8,21,,,,,,,,,,,103574.9609,94998.21782,94219.7477,104233.5027,112353.5909,115006.2361,118374.2448,122130.9527,126136.487,136993.6238,142223.7727,167399.1966,191728.3969,205771.6394,206862.4702
Wheeler County,GA,13,309,,,,,,70531.53293,70602.48439,75191.56361,78255.85506,78905.43524,70076.47,67505.13,63496.38483,68379.9015,71496.00401,72944.30968,78030.38279,76334.68969,77993.33294,83180.5987,83689.95,98984.47,115112.9788,113138.5275,121914.7358
Clay County,TN,47,27,48329.47836,52224.25038,55882.39275,59621.12435,62669.18176,67588.32,73817.61568,79353.46,82035.18083,81988.81511,79372.64438,78786.54931,78402.98051,77810.45179,80338.25471,82812.32336,93244.82436,99683.85961,105514.939,111529.8564,121300.6616,140176.2844,173295.4427,174206.1848,182285.3558
Marion County,GA,13,197,54424.27524,66230.86963,70570.99,78098.74,83710.2814,89639.69968,83907.35413,86872.80872,88269.57956,85403.11,79990.18,81128.61201,76447.42192,77994.75765,80715.73618,78963.75012,85417.76496,89887.15,89647.66951,93076.46463,97952.8097,107854.1509,123783.6896,115622.0376,124467.8518
Valley County,MT,30,105,,,,,,,,,,,,,,,,,,160048.5134,168911.0001,175047.30,187063.8695,208367.1859,249864.0124,253162.4405,255679.2233
Grant County,SD,46,51,,,,,,,,,,,,,,,,,,151691.0558,156919.903,157107.1917,156685.8338,183738.0559,199751.9462,213500.3782,175221.1791
Boise County,ID,16,15,,,,,,,,,,,135359.616,123312.5466,118443.7462,129555.3097,143931.1532,151494.9337,166565.1202,178004.2712,197673.8449,225292.2667,255073.7809,317226.0154,427243.4873,418341.7418,432378.3188
Doniphan County,KS,20,43,,,,,,,,,,,,,,,,69001.4697,77492.24577,84365.95292,85217.41,90596.04195,95116.65104,111167.6233,119706.9009,128269.3204,131822.5869
Nicholas County,KY,21,181,50318.07,54218.19013,56709.40634,59305.29131,61355.14,64288.44956,67115.72,68906.91834,70232.84101,68808.62502,67910.02756,67467.85,67959.67023,66732.54674,69785.1482,69901.3855,71582.68379,74069.51,78988.44564,84050.54053,90941.89966,104183.6429,120667.54,136001.4796,136373.2858
Gilmer County,WV,54,21,,,,,,,,,,,,,,,,,,,,,80348.5624,100528.9101,111129.8953,115419.8664,118995.1415
East Carroll Parish,LA,22,35,,,,,,,,,,,,,,,,,,,,,,,,,58043.20159
Kingman County,KS,20,95,,,,,,,,,,,,,71754.44,73798.37501,76074.89437,75357.77034,84426.12747,85969.19,86974.04893,92349.24702,99907.73,114717.7091,128416.361,140466.3828,143131.0697
Harney County,OR,41,25,,,,,,,,,,,,88941.47129,83849.38,85138.1124,90972.53,92167.8363,90839.27749,99123.89969,106312.0553,112935.1485,124191.1307,148559.4598,177062.5561,199771.5812,203620.6551
Castro County,TX,48,69,,,,,,,,,,,79803.74625,79028.88535,78177.77,78169.56,85141.48938,87511.71048,88167.67377,83936.02361,90843.07438,97615.84499,105949.8559,119101.1716,129459.6648,114329.6575,113606.0118
Worth County,IA,19,195,,,,,,,,,,,93237.85257,92911.48408,93562.00726,96410.3875,102437.0968,102560.6329,111031.8965,112967.6419,113686.7034,119555.0834,128528.9183,143031.5173,154613.7502,168216.9707,168973.4604
Adair County,IA,19,1,,,,,,,76897.82129,79647.5584,81589.83504,83149.20404,81786.2571,82052.63415,81125.13704,90085.17284,93944.70259,91817.50238,98551.61609,102564.7887,107560.8713,113698.0391,120319.1776,133394.654,152817.5605,162629.9133,167137.5474
Chariton County,MO,29,41,,,,,,,,,,,,,,,,,,,,210506.2503,231808.8292,275096.5382,279217.2599,181238.784,155667.73
Grant County,KS,20,67,,,,,,,,,,,,,,,,,,103625.1979,103686.7544,107557.3693,112566.5865,120320.3121,137782.5088,143175.8982,140361.1362
Lake County,CO,8,65,,,,,,,,,,,179248.969,170576.6326,168958.8217,169084.3863,173190.1446,175714.4198,187114.3171,209204.4247,238066.1788,272066.5091,298784.5905,347267.4793,433175.6171,476988.233,482695.1052
Elliott County,KY,21,63,,,,,,,,,,,,,,,,,,64891.01885,66257.77691,69252.2203,72377.41,86233.40809,102699.0752,114344.5114,119836.6244
Hutchinson County,SD,46,67,,,,,,,,,,,,,,,,,,120886.3121,130746.4498,136722.6883,142899.9293,156757.7861,186036.1226,200192.4479,189251.5172
Rappahannock County,VA,51,157,,,,,,,,,351674.5551,336807.2415,319722.3558,311771.16,306359.1584,320997.6395,325055.4322,332437.0654,348977.3301,350189.2336,360395.74,363183.5179,372929.1938,423905.6028,451774.986,490002.6128,509361.0058
Newton County,AR,5,101,,,,,,,,,,,,,,,,,,104843.1971,105065.7828,112097.4609,114579.623,147771.2123,183877.0609,186299.01,204254.0944
